filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y
000052.txt,Car,0.00,1,1.58,624.74,177.50,695.15,239.15,1.62,1.84,4.10,1.43,1.77,21.12,1.64
000052.txt,Car,0.00,1,-2.90,309.83,179.79,406.67,219.91,1.74,1.58,3.90,-11.47,2.08,32.97,3.05
000052.txt,Car,0.00,0,-1.61,40.56,187.32,73.97,212.48,1.77,1.77,5.10,-41.57,2.87,54.19,-2.27
000052.txt,Van,0.00,0,-2.17,383.87,166.42,639.19,310.56,1.95,1.89,4.61,-1.87,1.89,12.06,-2.33
000052.txt,Car,0.00,0,-1.96,245.86,199.03,378.43,265.35,1.35,1.64,3.76,-7.32,2.02,17.46,-2.36
000053.txt,Van,1.00,0,-2.32,865.23,0.00,1241.00,374.00,2.38,1.98,5.62,3.03,1.70,2.98,-1.58
000053.txt,Car,0.00,0,1.86,173.62,180.91,429.48,359.85,1.52,1.50,3.85,-3.19,1.62,8.15,1.49
000053.txt,Car,0.00,0,-1.79,707.54,185.88,834.49,271.76,1.43,1.59,3.68,2.97,1.70,14.21,-1.59
000053.txt,Car,0.00,0,1.70,444.83,180.67,519.74,231.01,1.29,1.59,4.12,-3.63,1.53,20.88,1.53
000053.txt,Car,0.00,1,1.64,499.17,171.42,546.19,212.24,1.52,1.61,3.59,-3.48,1.49,28.91,1.52
000053.txt,Car,0.00,0,1.46,653.39,176.60,706.53,216.76,1.51,1.65,4.28,2.76,1.68,29.57,1.55
000053.txt,Car,0.00,2,1.64,526.94,173.21,563.54,203.04,1.48,1.64,3.95,-3.40,1.52,38.08,1.55
000054.txt,Pedestrian,0.00,0,2.83,768.22,141.35,840.18,316.18,1.85,0.54,0.96,2.17,1.44,7.80,3.09
000055.txt,Truck,0.00,0,-1.56,569.25,125.75,642.77,214.80,3.52,2.89,10.81,-0.18,1.71,34.15,-1.57
000055.txt,Car,0.00,1,2.24,31.61,193.32,129.71,230.77,1.48,1.35,3.93,-23.47,2.44,32.12,1.62
000055.txt,Car,0.00,1,2.14,104.42,188.01,188.34,220.56,1.50,1.62,4.08,-23.45,2.30,36.62,1.58
000055.txt,Car,0.00,1,2.08,183.23,187.33,245.86,217.54,1.65,1.57,3.82,-23.27,2.53,42.56,1.58
000055.txt,Car,0.00,1,2.04,227.36,189.17,281.98,211.96,1.37,1.36,4.44,-23.40,2.48,47.64,1.59
000056.txt,Car,0.00,0,1.67,540.10,181.59,571.50,205.22,1.50,1.70,4.21,-3.62,2.10,48.54,1.59
000057.txt,Car,1.00,0,2.55,0.00,224.48,199.80,374.00,1.60,1.68,3.94,-3.00,1.85,1.74,1.57
000057.txt,Car,0.00,0,1.67,514.51,193.66,563.52,231.99,1.42,1.66,4.11,-2.97,2.35,30.55,1.57
000057.txt,Car,0.00,0,1.59,572.56,176.77,591.32,196.26,1.97,1.87,4.53,-2.93,2.41,76.01,1.55
000058.txt,Pedestrian,0.00,0,-2.94,410.27,163.81,498.68,327.03,1.60,0.57,1.07,-1.56,1.45,7.29,3.14
000059.txt,Car,0.00,0,-1.56,558.06,180.83,599.17,213.45,1.26,1.60,3.56,-1.33,1.60,30.01,-1.61
000059.txt,Car,0.00,0,-1.48,509.12,180.43,543.44,205.58,1.37,1.63,3.57,-4.82,1.82,41.70,-1.59
000059.txt,Car,0.00,0,2.40,969.34,195.19,1100.37,246.63,1.38,1.35,3.30,12.55,2.08,21.41,2.92
000059.txt,Car,0.19,3,2.08,1129.34,194.18,1241.00,249.48,1.59,1.73,4.02,19.12,2.33,23.51,2.75
000059.txt,Van,0.00,2,-1.60,567.14,164.10,590.87,195.65,2.26,1.64,5.20,-2.40,1.66,54.60,-1.64
000060.txt,Van,0.00,0,1.59,519.66,162.08,545.51,194.80,2.84,2.22,6.86,-7.09,1.95,66.59,1.48
000060.txt,Car,0.00,0,-1.55,550.84,173.54,614.08,236.57,1.62,1.63,4.50,-0.78,1.67,21.02,-1.58
000060.txt,Car,0.00,1,1.95,305.57,177.91,341.60,196.33,1.46,1.31,4.15,-23.72,1.89,59.83,1.58
000060.txt,Cyclist,0.00,0,-1.83,789.79,178.79,805.04,211.66,1.64,0.34,1.58,9.57,1.95,36.96,-1.58
000061.txt,Van,0.05,3,-1.76,1054.28,105.67,1241.00,249.94,2.48,2.20,5.33,11.04,1.35,15.23,-1.14
000061.txt,Car,0.79,3,1.66,0.00,212.28,41.28,328.12,1.44,1.58,3.72,-9.76,2.12,10.93,0.94
000061.txt,Car,0.00,2,1.58,69.70,217.73,112.22,254.15,1.39,1.52,3.56,-23.89,3.55,33.21,0.96
000061.txt,Car,0.14,1,1.67,0.00,218.40,93.89,297.90,1.46,1.59,3.35,-13.06,2.61,16.63,1.01
000061.txt,Misc,0.00,3,-1.56,879.45,149.53,932.13,173.41,1.04,2.23,2.66,14.07,0.01,34.42,-1.18
000061.txt,Van,0.00,3,-1.55,884.04,123.51,923.63,169.76,2.37,1.92,4.43,16.49,-0.21,40.44,-1.16
000062.txt,Car,0.00,0,1.86,409.55,177.73,520.82,250.74,1.76,1.77,4.41,-3.82,1.90,19.65,1.67
000062.txt,Car,0.00,1,1.82,502.22,185.85,574.38,229.91,1.48,1.65,4.40,-2.63,1.99,27.12,1.72
000062.txt,Car,0.00,0,1.71,602.85,184.10,638.97,209.35,1.42,1.66,3.64,0.67,2.11,43.31,1.73
000062.txt,Car,0.00,1,1.81,677.29,181.51,704.82,198.00,1.44,1.64,3.78,7.44,2.25,66.05,1.92
000062.txt,Cyclist,0.00,0,-1.64,692.58,175.37,717.50,229.83,1.78,0.69,1.81,3.18,1.87,24.54,-1.51
000063.txt,Car,0.00,0,-1.75,875.15,185.26,975.98,253.98,1.52,1.54,4.50,8.00,1.87,18.74,-1.35
000063.txt,Car,0.00,2,-2.55,287.03,172.92,514.80,285.76,1.59,1.45,3.15,-3.30,1.61,11.32,-2.83
000063.txt,Pedestrian,0.00,2,-1.94,411.42,172.40,454.91,296.52,1.68,0.52,0.55,-2.57,1.67,10.12,-2.18
000063.txt,Van,0.00,0,-1.65,842.29,169.20,890.46,215.29,2.07,1.79,4.39,12.24,1.93,34.75,-1.31
000064.txt,Car,0.00,0,-1.70,657.65,179.93,709.86,219.92,1.38,1.49,3.32,2.65,1.65,26.82,-1.60
000064.txt,Car,0.00,0,-1.85,731.51,180.39,882.28,275.80,1.50,1.62,3.89,3.43,1.65,13.46,-1.60
000064.txt,Car,0.00,1,-1.83,715.18,175.63,762.77,203.90,1.44,1.56,3.96,6.91,1.61,39.17,-1.65
000064.txt,Truck,0.00,1,-2.01,816.58,59.74,1112.51,266.07,3.55,2.56,7.97,7.25,1.64,16.44,-1.60
000065.txt,Pedestrian,0.00,0,2.67,602.33,172.98,626.06,220.54,1.61,0.87,1.03,0.16,1.32,25.06,2.67
000065.txt,Tram,0.00,2,-0.06,301.17,131.62,451.59,213.20,3.68,2.81,6.69,-10.89,1.40,34.93,-0.37
000065.txt,Tram,0.00,2,-0.20,444.01,132.15,516.75,207.36,3.65,2.80,3.14,-6.21,1.24,36.72,-0.37
000065.txt,Tram,0.00,2,-0.39,505.05,128.50,738.57,201.90,3.68,2.79,12.71,1.29,0.95,39.56,-0.37
000065.txt,Person_sitting,0.11,1,-2.70,982.81,215.76,1140.08,373.00,1.18,0.56,0.85,3.47,1.47,5.52,-2.16
000065.txt,Person_sitting,0.00,2,1.64,920.27,205.21,1000.88,352.07,1.26,0.64,0.79,3.39,1.50,6.83,2.08
000065.txt,Person_sitting,0.00,2,-1.81,763.61,198.98,823.39,287.61,1.24,0.68,0.72,2.78,1.51,10.60,-1.56
000065.txt,Person_sitting,0.00,2,-2.62,800.11,197.33,863.04,285.90,1.23,0.57,0.68,3.35,1.48,10.59,-2.33
000065.txt,Person_sitting,0.00,1,1.08,738.19,201.80,796.13,277.35,1.15,0.63,0.75,2.65,1.50,11.69,1.30
000066.txt,Car,0.00,0,-1.53,671.48,168.74,710.12,206.53,1.57,1.56,2.62,3.54,1.42,31.58,-1.42
000066.txt,Car,0.00,0,1.75,591.73,172.89,633.98,199.59,1.43,1.68,4.19,0.19,1.46,40.99,1.75
000067.txt,Car,0.00,0,-1.45,671.83,174.30,702.61,195.46,1.32,1.48,4.44,5.12,1.44,47.66,-1.34
000067.txt,Truck,0.04,2,2.20,0.00,73.11,444.03,270.73,4.02,2.60,16.79,-10.24,2.07,23.13,1.79
000067.txt,Car,0.00,0,-1.45,704.82,171.69,744.06,200.12,1.42,1.56,4.16,6.09,1.38,38.29,-1.29
000067.txt,Car,0.00,0,-1.13,427.15,179.96,600.34,281.01,1.45,1.59,3.44,-1.52,1.59,12.32,-1.26
000067.txt,Car,0.00,0,-0.79,76.38,181.99,384.72,306.19,1.51,1.61,4.31,-5.57,1.67,11.21,-1.24
000067.txt,Car,0.00,2,1.84,478.81,182.19,515.67,207.52,1.44,1.35,3.23,-6.77,2.02,43.40,1.69
000067.txt,Tram,0.00,2,1.23,591.57,158.36,651.13,188.67,3.46,2.57,14.66,1.16,1.90,89.80,1.24
000068.txt,Car,0.25,0,1.94,69.26,200.28,435.08,374.00,1.46,1.62,4.04,-3.00,1.79,6.98,1.55
000068.txt,Car,0.80,1,2.26,0.00,209.20,198.59,374.00,1.46,1.58,3.72,-5.44,1.85,6.22,1.56
000068.txt,Cyclist,0.97,0,2.34,1210.28,199.77,1241.00,374.00,1.55,0.57,1.73,4.04,1.69,3.57,-3.14
000068.txt,Car,0.00,2,1.68,478.18,187.68,549.54,249.43,1.57,1.60,3.99,-2.73,2.03,20.96,1.55
000068.txt,Car,0.00,1,1.66,530.03,187.79,573.10,226.09,1.52,1.54,3.68,-2.53,2.20,31.50,1.58
000068.txt,Van,0.00,1,1.63,547.61,171.12,584.05,212.41,2.47,1.98,5.81,-2.79,2.41,46.44,1.57
000068.txt,Car,0.00,1,-0.16,667.74,182.35,790.82,230.38,1.62,1.65,4.14,4.19,1.99,25.95,0.00
000068.txt,Car,0.00,2,-0.11,657.37,184.48,763.34,221.64,1.55,1.66,4.47,4.35,2.10,32.00,0.02
000068.txt,Car,0.00,1,-0.01,637.45,180.34,714.44,212.34,1.69,1.76,4.12,3.59,2.12,39.79,0.08
000068.txt,Van,0.00,1,1.61,572.52,175.02,596.26,199.95,2.13,1.91,6.40,-2.28,2.36,65.43,1.57
000068.txt,Van,0.00,1,1.77,380.78,167.69,523.29,288.56,1.95,1.75,4.63,-2.89,1.90,14.05,1.57
000068.txt,Cyclist,0.00,1,1.09,958.95,167.55,1036.88,254.43,1.68,0.53,1.96,7.95,1.59,14.95,1.57
000069.txt,Car,0.00,0,-2.73,130.00,186.92,355.47,257.87,1.47,1.74,4.26,-8.31,1.82,16.53,3.10
000069.txt,Car,0.00,1,0.21,501.21,177.91,556.47,194.32,1.36,1.68,4.49,-7.02,1.82,62.51,0.10
000070.txt,Pedestrian,0.00,0,2.98,531.11,146.50,631.01,350.00,1.85,0.66,1.18,-0.29,1.54,6.89,2.94
000071.txt,Car,0.00,0,-1.57,596.84,174.10,664.34,239.31,1.61,1.66,3.20,0.51,1.67,19.58,-1.55
000071.txt,Tram,0.00,0,1.54,701.49,149.63,725.74,184.45,3.63,2.17,14.86,11.82,1.28,83.10,1.68
000072.txt,Car,0.25,1,2.26,0.00,178.54,117.72,228.38,1.57,1.20,5.24,-19.79,1.78,25.33,1.61
000072.txt,Car,0.00,0,1.85,290.87,187.34,464.10,288.52,1.41,1.69,4.36,-3.87,1.69,12.67,1.56
000072.txt,Car,0.00,0,-1.57,590.87,174.23,629.98,213.19,1.62,1.63,4.50,-0.01,1.71,32.60,-1.57
000073.txt,Pedestrian,0.00,0,-2.62,237.23,173.70,312.33,365.33,1.58,0.66,0.53,-2.99,1.60,6.32,-3.05
000073.txt,Pedestrian,0.00,1,0.80,189.46,158.23,256.19,356.44,1.70,0.61,0.51,-3.62,1.58,6.54,0.31
000073.txt,Pedestrian,0.00,0,0.45,752.95,164.08,791.19,288.78,1.75,0.63,0.51,2.28,1.63,10.51,0.65
000073.txt,Cyclist,0.00,0,1.78,444.66,170.48,485.70,241.86,1.64,0.57,2.00,-3.55,1.60,17.61,1.58
000073.txt,Cyclist,0.00,0,1.65,494.34,168.08,517.01,223.73,1.80,0.60,1.85,-3.54,1.66,24.31,1.51
000073.txt,Pedestrian,0.00,0,-2.07,546.73,177.07,560.52,214.88,1.53,0.61,0.73,-2.41,1.71,29.83,-2.15
000073.txt,Pedestrian,0.00,0,-2.02,535.68,174.41,549.63,214.38,1.61,0.54,0.87,-2.86,1.68,29.55,-2.12
000074.txt,Pedestrian,0.00,0,1.21,688.53,124.64,780.20,363.93,1.95,0.63,0.74,1.18,1.49,6.19,1.39
000074.txt,Pedestrian,0.00,0,1.07,778.38,149.08,861.05,355.71,1.71,0.60,0.52,1.84,1.45,6.18,1.34
000074.txt,Pedestrian,0.00,0,0.72,935.80,155.14,1006.47,306.09,1.59,0.46,0.67,4.04,1.32,7.84,1.18
000075.txt,Car,1.00,0,2.59,0.00,137.74,159.41,374.00,1.83,1.69,4.28,-3.01,1.70,1.36,1.52
000075.txt,Misc,0.21,1,2.11,52.22,248.78,401.51,374.00,0.96,1.81,2.58,-3.39,1.80,6.83,1.66
000075.txt,Car,0.00,0,1.86,452.53,186.98,572.26,264.03,1.51,1.63,4.03,-2.14,1.87,16.67,1.73
000075.txt,Car,0.00,1,1.90,540.75,182.52,621.76,237.57,1.57,1.44,3.60,-0.86,1.90,22.81,1.87
000075.txt,Car,0.00,1,1.83,611.24,182.17,671.77,222.71,1.47,1.51,3.50,1.26,1.85,28.33,1.87
000075.txt,Car,0.00,2,-1.29,804.21,165.36,846.44,190.26,1.77,1.75,4.67,16.06,1.25,53.73,-1.00
000076.txt,Pedestrian,0.28,0,2.39,90.64,186.57,329.47,373.00,1.51,1.01,0.97,-2.63,1.56,4.83,1.90
000076.txt,Pedestrian,0.00,0,-1.35,964.98,157.64,1023.92,289.42,1.59,0.66,0.65,4.82,1.30,9.12,-0.88
000076.txt,Pedestrian,0.00,2,0.66,236.84,169.82,288.56,339.57,1.66,0.65,0.72,-3.58,1.55,7.41,0.22
000076.txt,Cyclist,0.00,0,1.68,413.06,169.47,489.86,291.05,1.67,0.93,1.69,-2.24,1.51,10.79,1.47
000076.txt,Pedestrian,0.00,1,-1.90,811.24,152.52,841.74,249.83,1.75,0.82,1.14,4.05,1.23,13.53,-1.61
000076.txt,Pedestrian,0.00,0,-1.53,583.85,164.01,608.02,237.87,1.77,0.94,0.93,-0.26,1.35,17.75,-1.55
000076.txt,Pedestrian,0.00,0,2.63,524.52,165.79,549.51,230.67,1.73,0.67,0.83,-1.94,1.31,19.66,2.53
000076.txt,Pedestrian,0.00,0,1.66,560.09,165.43,577.09,224.39,1.82,0.80,0.86,-1.22,1.32,22.65,1.60
000076.txt,Pedestrian,0.00,2,1.43,708.67,157.73,729.27,222.05,1.88,0.78,1.03,3.36,1.19,21.58,1.58
000077.txt,Car,0.00,0,1.74,574.29,179.23,616.86,208.22,1.50,1.70,3.77,-0.77,1.86,39.62,1.72
000078.txt,Van,0.66,0,2.02,0.00,142.54,336.56,374.00,1.85,1.70,4.35,-3.71,1.72,5.77,1.47
000078.txt,Car,0.00,1,1.90,222.78,166.78,454.29,308.44,1.70,1.82,4.45,-3.82,1.66,10.96,1.58
000078.txt,Car,0.00,0,-1.47,658.66,166.95,697.19,201.46,1.57,1.56,2.62,3.24,1.32,34.46,-1.38
000078.txt,Car,0.00,0,1.78,615.97,168.04,651.65,189.21,1.43,1.68,4.19,1.72,1.13,51.25,1.82
000079.txt,Car,0.00,0,-1.45,669.49,174.52,700.47,196.10,1.32,1.48,4.44,4.88,1.45,46.78,-1.35
000079.txt,Truck,0.00,2,2.18,22.54,78.50,452.12,265.67,4.02,2.60,16.79,-10.05,2.07,23.95,1.78
000079.txt,Car,0.00,0,-1.44,701.01,171.82,742.42,201.29,1.42,1.56,4.16,5.75,1.39,36.99,-1.29
000079.txt,Car,0.00,0,-1.08,357.22,182.05,567.87,301.78,1.45,1.59,3.44,-2.04,1.61,10.74,-1.26
000079.txt,Car,0.16,0,-0.70,0.00,183.03,326.60,330.77,1.51,1.61,4.31,-6.07,1.67,9.82,-1.24
000079.txt,Car,0.00,2,1.83,483.32,182.25,518.76,207.09,1.44,1.35,3.23,-6.67,2.03,44.23,1.68
000079.txt,Tram,0.00,2,1.22,590.50,158.43,650.51,188.63,3.46,2.57,14.66,1.05,1.90,90.09,1.23
000080.txt,Car,0.00,0,1.74,457.71,176.44,528.64,229.39,1.58,1.60,4.11,-3.79,1.72,23.79,1.59
000080.txt,Car,0.00,0,1.64,536.11,176.89,565.32,202.72,1.52,1.55,3.79,-3.68,1.79,44.92,1.56
000080.txt,Car,0.00,1,1.63,559.75,176.02,578.82,192.14,1.48,1.62,3.21,-3.85,1.79,68.42,1.57
000080.txt,Car,0.00,0,-1.57,589.68,172.46,633.43,216.04,1.62,1.63,4.50,0.02,1.64,29.39,-1.57
000081.txt,Car,0.00,0,-1.49,563.24,175.63,581.90,191.81,1.66,1.73,3.05,-3.95,1.98,76.47,-1.55
000081.txt,Truck,0.00,0,-1.58,593.82,162.45,621.39,192.31,2.85,2.63,12.34,-0.32,1.93,75.80,-1.58
000081.txt,Tram,0.74,1,-1.00,0.00,70.22,363.50,303.39,3.19,2.67,17.04,-9.62,1.85,15.22,-1.55
000081.txt,Tram,0.00,1,-1.28,281.85,129.69,447.74,225.59,3.17,2.76,12.84,-9.65,1.81,30.47,-1.58
000082.txt,Car,0.00,0,-1.62,708.08,167.90,728.44,184.46,1.40,1.55,4.06,9.55,1.01,63.93,-1.48
000082.txt,Truck,0.64,0,0.49,0.00,105.16,200.39,239.16,3.58,2.81,10.71,-17.95,1.80,20.34,-0.22
000083.txt,Car,0.97,0,-0.92,0.00,202.73,361.84,373.00,1.47,1.59,4.03,-2.57,1.64,3.15,-1.57
000083.txt,Car,0.00,0,-1.35,368.92,183.19,504.02,279.22,1.41,1.54,3.36,-2.74,1.45,12.45,-1.57
000083.txt,Car,0.00,0,-1.58,587.82,169.53,643.17,220.02,1.52,1.67,4.38,0.43,1.16,24.12,-1.56
000083.txt,Car,0.00,0,-1.47,519.33,170.45,571.86,215.65,1.56,1.59,3.65,-2.04,1.18,26.91,-1.55
000083.txt,Van,0.00,1,2.04,101.79,160.13,334.71,287.06,1.80,1.67,4.34,-6.31,1.50,12.43,1.58
000083.txt,Car,0.00,1,1.77,463.38,174.76,511.89,205.66,1.42,1.56,4.16,-5.56,1.11,35.50,1.61
000084.txt,Car,0.00,0,1.55,459.33,179.71,505.68,227.30,1.68,1.63,3.90,-4.99,1.96,27.84,1.37
000084.txt,Car,0.00,2,1.46,448.20,181.65,486.43,208.60,1.47,1.70,4.39,-8.40,1.99,42.10,1.26
000085.txt,Van,0.90,0,-0.79,0.00,57.67,245.43,374.00,2.46,2.03,5.35,-5.26,1.68,5.45,-1.53
000085.txt,Cyclist,0.00,0,-1.54,678.16,164.16,705.93,243.78,1.82,0.59,1.89,1.96,1.63,17.42,-1.43
000085.txt,Pedestrian,0.00,0,0.90,304.95,177.99,359.91,304.07,1.57,0.52,0.62,-3.69,1.64,9.37,0.54
000085.txt,Car,0.27,3,-2.42,0.00,179.86,156.79,244.69,1.44,1.62,3.91,-13.19,1.62,17.05,-3.07
000086.txt,Car,0.94,1,0.89,0.00,167.86,85.41,374.00,1.72,1.68,4.02,-6.22,1.71,4.88,0.01
000086.txt,Car,0.61,1,-2.48,0.00,198.47,233.64,362.17,1.41,1.42,4.27,-6.28,1.70,7.11,3.09
000086.txt,Car,0.00,1,0.26,357.40,177.28,507.68,223.54,1.38,1.66,4.38,-5.64,1.55,23.08,0.02
000086.txt,Car,0.00,2,-0.17,687.56,171.57,861.80,232.21,1.48,1.86,4.18,4.17,1.48,18.97,0.05
000086.txt,Car,0.00,2,-0.20,670.92,163.04,823.26,222.96,1.74,1.66,4.37,4.13,1.48,22.35,-0.02
000086.txt,Car,0.00,1,-2.90,418.36,175.37,519.34,208.94,1.47,1.67,4.28,-6.49,1.61,33.25,-3.09
000086.txt,Car,0.00,2,-3.10,451.01,175.35,533.89,202.01,1.38,1.67,4.37,-6.40,1.54,39.44,3.03
000087.txt,Car,0.00,0,2.20,23.14,183.90,225.74,258.36,1.45,1.59,4.28,-10.88,1.72,16.52,1.63
000087.txt,Car,0.00,0,-1.63,694.90,174.26,735.64,207.53,1.43,1.59,4.21,4.79,1.52,33.48,-1.49
000087.txt,Car,0.00,0,3.11,797.32,169.25,844.72,185.72,1.41,1.59,4.01,18.87,1.13,64.70,-2.89
000087.txt,Pedestrian,0.00,0,-0.28,560.17,171.53,569.17,196.85,1.72,0.74,0.56,-3.11,1.64,49.54,-0.34
000087.txt,Car,0.00,1,3.04,886.07,166.52,939.02,185.61,1.59,1.64,4.08,26.27,1.09,62.79,-2.85
000087.txt,Van,0.00,1,2.82,1053.43,158.28,1115.70,181.41,1.83,1.71,3.92,39.05,0.68,59.48,-2.88
000088.txt,Car,0.00,1,0.49,175.86,191.58,373.02,247.37,1.36,1.68,4.49,-8.88,1.89,19.19,0.06
000089.txt,Car,0.00,0,-1.33,317.74,196.50,504.71,314.03,1.33,1.71,4.09,-2.79,1.75,10.91,-1.58
000089.txt,Van,0.41,1,-1.96,744.33,0.00,1241.00,374.00,2.58,1.87,6.44,2.86,1.56,6.92,-1.59
000089.txt,Car,0.00,1,-1.70,657.48,176.96,720.62,224.75,1.49,1.56,4.34,2.60,1.65,24.94,-1.60
000089.txt,Car,0.00,1,-1.41,458.28,184.16,538.75,243.43,1.42,1.53,4.12,-3.00,1.75,19.85,-1.56
000089.txt,Car,0.00,2,-1.79,704.25,177.37,853.41,287.79,1.59,1.59,3.89,2.68,1.69,12.49,-1.59
000089.txt,Car,0.00,1,-1.54,635.02,178.02,665.21,203.12,1.38,1.64,3.51,2.33,1.69,41.73,-1.49
000090.txt,Car,0.00,0,-1.82,5.08,199.56,126.68,269.46,1.57,1.72,3.52,-14.21,2.30,18.74,-2.46
000091.txt,Cyclist,0.00,0,-1.89,902.74,156.63,947.40,228.32,1.72,0.50,1.67,7.89,1.34,18.20,-1.48
000091.txt,Car,0.00,0,-1.57,709.26,175.05,738.72,203.83,1.55,1.57,3.64,6.46,1.70,41.10,-1.42
000092.txt,Car,0.00,0,-1.40,654.00,176.92,688.53,201.62,1.54,1.63,3.67,4.03,1.82,47.24,-1.31
000092.txt,Car,0.00,0,2.01,359.95,187.35,456.40,240.78,1.56,1.59,3.69,-6.52,2.06,23.56,1.74
000092.txt,Car,0.00,1,1.92,420.42,175.29,496.16,228.83,1.93,1.59,4.01,-5.86,2.05,28.17,1.72
000092.txt,Car,0.00,0,-1.66,686.98,173.04,733.38,211.64,1.58,1.67,3.84,4.32,1.62,31.81,-1.52
000092.txt,Car,0.00,2,-1.54,692.44,163.91,724.72,207.04,2.05,1.50,3.83,5.00,1.65,36.49,-1.41
000092.txt,Car,0.66,3,2.53,1182.15,149.81,1241.00,197.30,1.39,1.51,3.49,19.65,0.71,21.78,-3.03
000093.txt,Car,0.41,1,2.10,0.00,187.51,326.99,374.00,1.61,1.74,4.06,-4.56,1.79,7.29,1.56
000093.txt,Car,0.00,0,-1.72,722.86,168.15,812.89,237.29,1.77,1.77,5.10,4.44,1.69,21.21,-1.52
000093.txt,Car,0.00,1,1.94,246.99,194.92,425.43,297.77,1.39,1.55,3.65,-4.46,1.81,12.20,1.60
000093.txt,Car,0.00,1,1.86,359.29,185.63,479.38,258.98,1.46,1.63,3.92,-4.32,1.79,16.80,1.61
000093.txt,Car,0.00,0,1.72,550.61,176.80,587.13,202.37,1.47,1.66,3.76,-2.47,1.72,43.68,1.66
000093.txt,Car,0.00,0,1.69,605.74,174.87,626.16,190.29,1.45,1.60,3.20,0.59,1.67,70.35,1.70
000094.txt,Car,0.00,0,-1.72,660.56,189.93,747.57,252.98,1.41,1.58,4.36,2.33,1.90,19.16,-1.61
000095.txt,Car,0.00,0,-1.60,599.12,182.07,667.54,247.13,1.56,1.65,3.69,0.52,1.82,19.42,-1.57
000095.txt,Car,0.00,0,-1.11,774.94,172.00,963.28,270.83,1.54,1.72,3.88,4.81,1.54,13.24,-0.77
000095.txt,Car,0.00,1,-0.98,705.57,179.11,802.71,228.95,1.52,1.49,3.46,4.83,1.75,24.11,-0.79
000095.txt,Car,0.00,2,-0.91,673.38,181.32,757.07,216.77,1.39,1.61,3.65,4.49,1.77,30.76,-0.76
000095.txt,Car,0.00,1,2.03,146.16,192.89,340.09,290.07,1.52,1.65,4.10,-6.90,1.96,14.01,1.58
000095.txt,Car,0.00,0,1.81,452.35,183.18,509.30,222.21,1.60,1.60,3.77,-5.69,2.07,31.97,1.64
000095.txt,Car,0.00,1,1.76,527.28,181.12,563.95,206.60,1.61,1.70,3.97,-4.28,2.18,48.20,1.67
000095.txt,Car,0.00,2,2.01,241.74,191.35,355.40,242.41,1.45,1.65,4.63,-10.25,2.12,24.07,1.61
000095.txt,Car,0.00,1,1.92,327.50,181.26,399.59,228.12,1.81,1.59,3.93,-10.26,2.18,30.22,1.59
000095.txt,Car,0.00,1,1.76,581.09,180.64,609.45,196.67,1.45,1.84,4.59,-1.37,2.20,68.44,1.74
000095.txt,Car,0.00,1,1.92,410.89,183.43,465.31,213.35,1.56,1.62,4.19,-9.63,2.18,40.62,1.69
000095.txt,Car,0.00,2,2.00,486.69,184.25,533.31,204.92,1.42,1.67,4.53,-7.35,2.29,53.34,1.86
000095.txt,Car,0.00,1,2.27,71.71,187.44,194.72,239.44,1.47,1.48,3.21,-14.81,1.95,22.53,1.69
000095.txt,Car,0.00,2,2.45,87.38,185.27,204.23,220.99,1.47,1.78,4.34,-21.08,2.07,32.94,1.88
000095.txt,Car,0.00,2,-1.42,648.79,178.98,673.89,194.56,1.50,1.89,4.10,5.17,2.12,72.27,-1.35
000096.txt,Car,0.00,1,-0.64,783.79,184.68,1176.76,339.87,1.41,1.62,3.60,3.91,1.57,7.94,-0.19
000096.txt,Car,0.00,2,-0.48,661.39,160.21,1003.28,300.49,1.77,1.96,4.39,3.11,1.63,10.63,-0.21
000096.txt,Van,0.00,0,1.76,279.93,178.16,368.23,242.44,1.80,1.76,4.24,-8.87,1.99,22.64,1.39
000096.txt,Car,0.00,0,1.43,505.85,185.26,557.04,219.60,1.37,1.60,4.50,-3.59,1.94,31.97,1.32
000096.txt,Car,0.00,2,-0.41,639.45,187.58,879.59,275.73,1.40,1.51,3.98,2.62,1.69,13.09,-0.22
000097.txt,Car,0.00,0,1.85,536.07,176.04,569.72,194.78,1.45,1.59,4.28,-4.60,1.73,58.47,1.77
000097.txt,Car,0.00,0,-1.56,717.03,174.45,738.76,193.71,1.43,1.59,4.21,9.20,1.58,56.31,-1.40
000098.txt,Car,0.00,0,-1.54,659.20,182.25,722.84,240.36,1.60,1.76,3.84,2.56,1.53,22.05,-1.43
000098.txt,Misc,1.00,0,-0.47,0.00,0.00,222.29,375.00,3.48,2.57,11.68,-4.99,1.79,1.77,-1.65
000098.txt,Car,0.00,0,-1.24,207.55,189.19,361.39,280.67,1.55,1.63,3.92,-6.44,1.67,14.70,-1.65
000098.txt,Car,0.00,1,-1.35,345.19,190.11,424.96,240.49,1.38,1.56,3.83,-6.94,1.57,22.64,-1.64
000098.txt,Misc,0.00,1,-1.46,414.69,131.60,493.19,217.99,3.91,2.68,12.60,-8.00,1.43,38.97,-1.66
000098.txt,Car,0.00,0,-1.30,744.38,186.34,780.79,207.95,1.39,1.56,3.45,10.66,1.49,49.41,-1.08
000098.txt,Car,0.00,1,-1.31,824.37,183.27,852.30,198.54,1.41,1.66,3.76,22.47,1.24,69.99,-1.00
